Estación;cp;Año;Mes;Dia;Provincia;Temperatura máxima (ºC);Temperatura mínima (ºC);Temperatura media (ºC);Racha (km/h);Velocidad máxima (km/h);Precipitación 00-24h (mm);Precipitación 00-06h (mm);Precipitación 06-12h (mm);Precipitación 12-18h (mm);Precipitación 18-24h (mm)
Puerto de Navacerrada;28048-28047-28023;2017;9;1;Madrid;0;0;0;0;0;0;0;0;0;0
Aranjuez;28025-28041-28054;2017;9;1;Madrid;30.5 (17:50);15.1 (06:50);22.8;31 (23:59);15 (23:00);0;0;0;0;0
Rascafría;28034-28035-28040;2017;9;1;Madrid;23.5 (16:30);7.4 (23:59);15.5;26 (16:40);10 (15:30);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;9;1;Madrid;23.2 (15:50);11.1 (08:10);17.2;37 (23:50);18 (22:50);0;0;0;0;0
Somosierra;28020-28021-28024;2017;9;1;Madrid;19.8 (15:10);9.1 (07:50);14.4;29 (18:00);9 (23:20);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;9;1;Madrid;25.9 (18:30);14.9 (06:30);20.4;26 (20:10);10 (21:10);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;9;1;Madrid;28.6 (17:40);16.3 (07:50);22.4;45 (21:50);29 (21:50);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;9;1;Madrid;30.7 (18:10);17.8 (06:10);24.3;38 (23:59);24 (21:50);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;9;1;Madrid;25.2 (16:50);13.6 (07:50);19.4;37 (12:50);19 (09:30);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;9;1;Madrid;29.4 (16:00);16.6 (08:00);23;39 (23:40);20 (23:20);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;9;1;Madrid;29.1 (18:40);16.3 (07:50);22.7;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;9;1;Madrid;28.5 (16:10);17.1 (08:20);22.8;39 (23:20);18 (23:30);0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;9;1;Madrid;28.8 (16:20);16.6 (07:40);22.7;0;0;0;0;0;0;0
Tielmes;28002-28003-28043;2017;9;1;Madrid;19.3 (15:40);9.7 (23:50);14.5;37 (14:50);23 (23:59);0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;9;1;Madrid;26.2 (13:50);14.2 (06:30);20.2;30 (19:30);18 (19:20);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;9;1;Madrid;27.8 (16:10);15.6 (07:00);21.7;36 (16:00);16 (17:10);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;9;1;Madrid;25.9 (16:30);13.5 (06:30);19.7;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;9;1;Madrid;27.2 (16:50);14.5 (05:50);20.9;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;9;1;Madrid;26.2 (16:20);15.2 (08:10);20.7;37 (21:30);22 (22:20);0;0;0;0;0
Valdemorillo;28015;2017;9;1;Madrid;25.9 (16:30);13.5 (06:30);19.7;0;0;0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;9;2;Madrid;19.1 (17:20);6.0 (08:10);12.6;0;0;0;0;0;0;0
Aranjuez;28025-28041-28054;2017;9;2;Madrid;29.8 (18:50);13.8 (07:50);21.8;27 (00:10);13 (00:10);0;0;0;0;0
Rascafría;28034-28035-28040;2017;9;2;Madrid;26.5 (18:10);2.6 (08:10);14.5;17 (16:00);7 (15:30);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;9;2;Madrid;25.4 (17:50);6.3 (07:10);15.8;30 (00:10);15 (00:10);0.1;0;0.1;0;0
Somosierra;28020-28021-28024;2017;9;2;Madrid;21.2 (18:20);4.1 (08:00);12.7;24 (04:50);8 (04:40);0;0;0;0;0
San Sebastián de Los Reyes;28029-28036-28046;2017;9;2;Madrid;25.3 (18:40);10.4 (08:10);17.8;27 (00:40);10 (00:10);0;0;0;0;0
Madrid. El Goloso;28055-28050-28033;2017;9;2;Madrid;28.0 (18:50);12.2 (08:00);20.1;41 (00:20);21 (00:10);0;0;0;0;0
Madrid Aeropuerto;28022-28027-28037;2017;9;2;Madrid;29.7 (19:00);13.6 (07:30);21.7;39 (00:10);23 (00:10);0;0;0;0;0
Alcala de Henares;28051-28031-28052;2017;9;2;Madrid;24.7 (18:30);8.2 (07:50);16.5;36 (00:50);17 (04:20);0;0;0;0;0
Arganda del Rey;28039-28038-28032;2017;9;2;Madrid;28.0 (18:40);12.0 (08:10);20;79 (03:10);25 (00:50);0;0;0;0;0
Colmenar Viejo;28011-28013-28005;2017;9;2;Madrid;28.6 (18:50);12.3 (07:40);20.5;0;0;0;0;0;0;0
Madrid. Ciudad Universitaria;28030-28028-28026;2017;9;2;Madrid;27.0 (17:00);13.9 (08:00);20.4;44 (00:50);23 (00:30);0;0;0;0;0
Pozuelo de Alarcón;28001-28004-28009;2017;9;2;Madrid;27.8 (17:10);13.5 (08:00);20.6;0;0;0;0;0;0;0
Madrid. Retiro;28002-28003-28043;2017;9;2;Madrid;21.6 (18:00);6.6 (07:00);14.1;35 (02:50);27 (02:40);0;0;0;0;0
Tielmes;28049-28054-28053;2017;9;2;Madrid;28.2 (18:30);8.9 (07:20);18.6;17 (16:20);9 (00:10);0;0;0;0;0
Puerto Alto del León;28019-28014-28012;2017;9;2;Madrid;28.0 (17:40);9.4 (08:10);18.7;30 (09:00);14 (09:00);0;0;0;0;0
Alpedrete;28018-28010-28008;2017;9;2;Madrid;26.0 (18:00);10.9 (07:30);18.4;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;9;2;Madrid;26.9 (17:20);11.2 (08:20);19;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;9;2;Madrid;27.1 (17:30);10.7 (08:10);18.9;28 (00:20);17 (00:10);0;0;0;0;0
Valdemorillo;28015;2017;9;2;Madrid;26.9 (17:20);11.2 (08:20);19;0;0;0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;9;3;Madrid;21.5 (18:00);12.2 (07:20);16.8;0;0;0;0;0;0;0
Aranjuez;28025-28041-28054;2017;9;3;Madrid;32.9 (16:40);12.3 (07:10);22.6;32 (16:10);14 (09:50);0;0;0;0;0
Rascafría;28034-28035-28040;2017;9;3;Madrid;28.3 (16:40);7.0 (04:20);17.6;35 (13:40);14 (13:40);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;9;3;Madrid;28.2 (17:00);9.1 (04:10);18.7;29 (16:10);15 (13:00);0;0;0;0;0
Somosierra;28020-28021-28024;2017;9;3;Madrid;25.0 (16:50);10.9 (01:00);17.9;31 (14:40);11 (14:30);0;0;0;0;0
San Sebastián de Los Reyes;28029-28036-28046;2017;9;3;Madrid;29.4 (17:40);12.5 (03:10);20.9;26 (16:40);9 (16:40);0;0;0;0;0
Madrid. El Goloso;28055-28050-28033;2017;9;3;Madrid;31.9 (18:20);14.0 (05:10);22.9;50 (15:50);23 (19:30);0;0;0;0;0
Madrid Aeropuerto;28022-28027-28037;2017;9;3;Madrid;32.7 (18:00);12.8 (05:00);22.8;36 (17:10);20 (20:10);0;0;0;0;0
Alcala de Henares;28051-28031-28052;2017;9;3;Madrid;29.0 (17:40);15.8 (08:30);22.4;36 (16:00);16 (16:00);0;0;0;0;0
Arganda del Rey;28039-28038-28032;2017;9;3;Madrid;32.7 (16:50);13.9 (05:00);23.3;32 (19:50);16 (16:50);0;0;0;0;0
Colmenar Viejo;28011-28013-28005;2017;9;3;Madrid;31.6 (16:40);12.9 (05:10);22.3;0;0;0;0;0;0;0
Madrid. Ciudad Universitaria;28030-28028-28026;2017;9;3;Madrid;31.7 (16:20);17.2 (07:00);24.5;26 (20:30);11 (16:30);0;0;0;0;0
Pozuelo de Alarcón;28001-28004-28009;2017;9;3;Madrid;31.7 (16:30);11.4 (06:00);21.6;0;0;0;0;0;0;0
Madrid. Retiro;28002-28003-28043;2017;9;3;Madrid;24.3 (17:50);12.7 (03:10);18.5;47 (13:00);29 (23:40);0;0;0;0;0
Tielmes;28049-28054-28053;2017;9;3;Madrid;30.3 (17:00);14.9 (02:20);22.6;30 (17:00);19 (23:59);0;0;0;0;0
Puerto Alto del León;28019-28014-28012;2017;9;3;Madrid;31.6 (17:40);15.7 (03:00);23.7;43 (15:40);15 (16:50);0;0;0;0;0
Alpedrete;28018-28010-28008;2017;9;3;Madrid;28.3 (17:40);14.8 (03:00);21.5;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;9;3;Madrid;30.3 (17:00);14.9 (06:20);22.6;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;9;3;Madrid;30.8 (17:20);16.4 (06:40);23.6;31 (14:20);18 (16:00);0;0;0;0;0
Valdemorillo;28015;2017;9;3;Madrid;30.3 (17:00);14.9 (06:20);22.6;0;0;0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;9;4;Madrid;0;0;0;0;0;0;0;0;0;
Aranjuez;28025-28041-28054;2017;9;4;Madrid;31.2 (17:50);12.9 (06:30);22.1;23 (15:00);11 (14:00);0;0;0;0;0
Rascafría;28034-28035-28040;2017;9;4;Madrid;26.2 (17:10);11.4 (03:50);18.8;35 (11:20);11 (12:30);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;9;4;Madrid;25.1 (17:40);14.3 (08:10);19.7;40 (12:10);19 (05:40);0;0;0;0;0
Somosierra;28020-28021-28024;2017;9;4;Madrid;21.7 (16:40);11.2 (09:20);16.5;26 (10:40);9 (10:40);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;9;4;Madrid;27.3 (18:40);15.7 (07:50);21.5;30 (01:50);14 (01:50);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;9;4;Madrid;30.1 (18:20);15.2 (08:10);22.7;30 (01:00);21 (00:40);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;9;4;Madrid;32.1 (17:30);14.7 (08:00);23.4;32 (13:00);14 (17:00);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;9;4;Madrid;26.5 (17:10);15.3 (07:10);20.9;34 (02:10);19 (02:00);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;9;4;Madrid;30.1 (18:10);16.9 (08:30);23.5;23 (05:00);12 (02:20);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;9;4;Madrid;30.2 (18:00);17.0 (01:10);23.6;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;9;4;Madrid;29.5 (16:00);18.6 (08:00);24.1;28 (05:10);12 (01:30);0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;9;4;Madrid;29.8 (16:30);11.9 (08:30);20.8;0;0;0;0;0;0;0
Tielmes;28002-28003-28043;2017;9;4;Madrid;21.2 (17:30);10.3 (09:10);15.8;60 (08:20);40 (08:20);0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;9;4;Madrid;29.6 (17:30);16.5 (06:50);23.1;42 (02:00);23 (04:00);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;9;4;Madrid;29.8 (16:40);17.3 (06:50);23.5;59 (04:50);29 (09:30);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;9;4;Madrid;27.0 (18:00);14.2 (04:10);20.6;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;9;4;Madrid;29.3 (19:20);17.8 (08:10);23.5;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;9;4;Madrid;28.9 (17:20);17.5 (08:30);23.2;40 (06:10);22 (06:10);0;0;0;0;0
Valdemorillo;28015;2017;9;4;Madrid;29.3 (19:20);17.8 (08:10);23.5;0;0;0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;9;5;Madrid;0;0;0;0;0;0;0;0;0;0
Aranjuez;28025-28041-28054;2017;9;5;Madrid;33.7 (18:00);16.8 (08:30);25.3;23 (17:20);12 (10:40);0;0;0;0;0
Rascafría;28034-28035-28040;2017;9;5;Madrid;29.5 (16:10);8.0 (07:40);18.8;21 (17:50);7 (15:20);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;9;5;Madrid;29.5 (18:40);9.9 (08:10);19.7;18 (15:40);9 (14:20);0;0;0;0;0
Somosierra;28020-28021-28024;2017;9;5;Madrid;26.0 (16:40);11.7 (07:40);18.8;24 (15:00);9 (11:50);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;9;5;Madrid;29.3 (18:00);15.5 (06:40);22.4;20 (17:30);8 (14:30);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;9;5;Madrid;31.7 (17:50);16.0 (07:50);23.9;28 (15:00);13 (19:10);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;9;5;Madrid;0;0;0;0;0;0;0;0;0;
Arganda del Rey;28051-28031-28052;2017;9;5;Madrid;33.4 (18:10);17.2 (08:00);25.3;19 (14:10);11 (17:10);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;9;5;Madrid;28.8 (17:30);15.4 (07:00);22.1;32 (13:50);11 (14:50);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;9;5;Madrid;32.3 (17:30);16.3 (08:10);24.3;23 (15:50);10 (00:30);0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;9;5;Madrid;32.5 (18:50);14.1 (06:50);23.3;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;9;5;Madrid;31.4 (16:10);19.4 (07:20);25.4;19 (00:20);10 (00:20);0;0;0;0;0
Tielmes;28002-28003-28043;2017;9;5;Madrid;31.6 (16:30);15.4 (08:10);23.5;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;9;5;Madrid;26.4 (18:00);12.7 (07:40);19.5;26 (18:20);15 (03:10);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;9;5;Madrid;31.1 (18:10);14.9 (07:50);23;21 (15:50);9 (17:10);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;9;5;Madrid;31.8 (17:50);16.3 (07:40);24;32 (14:50);12 (00:10);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;9;5;Madrid;29.4 (17:40);14.6 (07:50);22;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;9;5;Madrid;30.8 (17:50);16.9 (05:00);23.8;0;0;0;0;0;0;0
Valdemorillo;28015;2017;9;5;Madrid;30.9 (17:00);16.3 (06:50);23.6;24 (16:30);13 (16:10);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;9;6;Madrid;21.6 (17:10);12.1 (23:59);16.9;28 (16:00);13 (20:40);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;9;6;Madrid;34.9 (16:50);17.7 (07:00);26.3;29 (23:00);16 (23:00);0;0;0;0;0
Rascafría;28034-28035-28040;2017;9;6;Madrid;28.6 (14:50);9.1 (07:40);18.9;24 (16:20);10 (16:30);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;9;6;Madrid;28.9 (17:30);11.7 (06:20);20.3;45 (17:00);17 (23:30);0;0;0;0;0
Somosierra;28020-28021-28024;2017;9;6;Madrid;25.2 (17:00);12.3 (23:50);18.8;30 (19:30);10 (19:30);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;9;6;Madrid;30.5 (18:10);17.9 (07:50);24.2;26 (23:00);13 (23:10);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;9;6;Madrid;33.4 (17:00);17.6 (08:10);25.5;35 (22:30);22 (21:40);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;9;6;Madrid;0;0;0;0;0;0;0;0;0;
Arganda del Rey;28051-28031-28052;2017;9;6;Madrid;34.4 (16:40);18.5 (06:00);26.5;32 (16:30);17 (21:50);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;9;6;Madrid;29.9 (16:10);17.8 (06:30);23.8;44 (23:50);23 (23:59);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;9;6;Madrid;33.5 (18:10);20.2 (02:20);26.9;36 (21:50);18 (22:40);0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;9;6;Madrid;33.7 (18:00);16.6 (06:20);25.2;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;9;6;Madrid;33.3 (15:50);21.3 (08:00);27.3;30 (22:40);15 (21:50);0;0;0;0;0
Tielmes;28002-28003-28043;2017;9;6;Madrid;33.6 (15:50);16.4 (08:10);25;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;9;6;Madrid;24.6 (16:50);13.6 (23:59);19.1;38 (23:50);26 (23:50);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;9;6;Madrid;31.6 (15:20);17.2 (07:30);24.4;26 (18:20);16 (22:40);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;9;6;Madrid;32.8 (17:10);20.1 (00:40);26.4;28 (03:00);14 (10:00);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;9;6;Madrid;30.4 (16:40);16.6 (07:00);23.5;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;9;6;Madrid;32.2 (18:00);17.5 (07:10);24.9;0;0;0;0;0;0;0
Valdemorillo;28015;2017;9;6;Madrid;30.4 (16:40);16.6 (07:00);23.5;0;19 (19:50);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;9;7;Madrid;18.6 (16:30);10.7 (06:30);14.7;27 (16:50);16 (07:30);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;9;7;Madrid;32.5 (17:20);17.4 (08:00);24.9;31 (17:10);14 (19:30);0;0;0;0;0
Rascafría;28034-28035-28040;2017;9;7;Madrid;26.5 (15:10);3.5 (07:50);15;22 (17:50);9 (17:50);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;9;7;Madrid;25.6 (17:00);8.4 (08:10);17;32 (15:10);18 (15:20);0;0;0;0;0
Somosierra;28020-28021-28024;2017;9;7;Madrid;22.0 (16:50);8.0 (06:50);15;30 (14:20);10 (11:10);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;9;7;Madrid;28.2 (18:10);14.4 (08:00);21.3;22 (00:10);9 (01:10);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;9;7;Madrid;30.9 (17:20);17.0 (08:20);23.9;32 (21:00);22 (20:50);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;9;7;Madrid;0;0;0;0;0;0;0;0;0;
Arganda del Rey;28051-28031-28052;2017;9;7;Madrid;32.5 (17:40);18.1 (08:10);25.3;27 (21:10);17 (21:10);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;9;7;Madrid;28.1 (16:30);14.2 (07:40);21.2;32 (00:10);22 (00:10);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;9;7;Madrid;31.4 (17:00);16.9 (08:10);24.1;33 (01:00);17 (01:30);0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;9;7;Madrid;31.4 (17:50);15.8 (23:59);23.6;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;9;7;Madrid;30.7 (16:50);18.7 (08:00);24.7;31 (00:20);15 (03:30);0;0;0;0;0
Tielmes;28002-28003-28043;2017;9;7;Madrid;31.0 (16:50);17.4 (08:30);24.2;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;9;7;Madrid;22.7 (16:40);7.3 (06:00);15;35 (15:30);24 (00:10);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;9;7;Madrid;29.2 (17:00);13.3 (08:10);21.3;27 (06:10);14 (19:00);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;9;7;Madrid;30.7 (16:20);14.9 (08:30);22.8;34 (17:20);15 (18:50);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;9;7;Madrid;28.0 (16:40);13.7 (08:30);20.8;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;9;7;Madrid;30.0 (17:20);12.9 (08:20);21.4;0;0;0;0;0;0;0
Valdemorillo;28015;2017;9;7;Madrid;29.2 (17:20);14.9 (08:30);22.1;28 (18:20);17 (21:50);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;9;8;Madrid;22.0 (15:10);12.2 (04:40);17.1;31 (18:30);13 (23:40);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;9;8;Madrid;33.1 (17:50);10.6 (07:20);21.8;27 (15:40);15 (18:50);0;0;0;0;0
Rascafría;28034-28035-28040;2017;9;8;Madrid;27.2 (16:20);4.5 (08:10);15.9;23 (17:00);10 (14:30);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;9;8;Madrid;28.3 (17:20);5.7 (07:40);17;28 (18:00);15 (18:20);0;0;0;0;0
Somosierra;28020-28021-28024;2017;9;8;Madrid;24.2 (16:10);10.2 (07:30);17.2;27 (16:20);11 (15:20);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;9;8;Madrid;28.7 (17:20);12.6 (07:10);20.7;24 (13:50);12 (13:50);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;9;8;Madrid;31.3 (17:10);11.9 (08:20);21.6;52 (16:30);21 (17:30);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;9;8;Madrid;0;0;0;0;0;0;0;0;0;
Arganda del Rey;28051-28031-28052;2017;9;8;Madrid;32.3 (17:40);13.1 (08:00);22.7;30 (18:50);20 (18:30);0;0;0;0;0
